baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
1190.88	0.29	0.34	0.87	0.387	0.515	AC009951.1
1317.44	0.35	0.4	0.86	0.387	0.515	PRDX5
1264.5	0.25	0.28	0.86	0.388	0.516	CLEC2B
1232.44	-0.33	0.38	-0.86	0.388	0.516	CCNH
126.58	0.38	0.44	0.86	0.389	0.516	BCYRN1
1278.94	0.33	0.39	0.86	0.392	0.52	INSIG1
649.54	0.3	0.35	0.86	0.392	0.52	HSPA13
3703.43	0.26	0.31	0.86	0.393	0.52	DDX21
9436.73	0.19	0.22	0.85	0.393	0.521	NOTCH2
1315.75	-0.27	0.32	-0.85	0.394	0.522	OSER1
1228.68	0.26	0.3	0.85	0.394	0.522	SZRD1
1331.21	-0.26	0.3	-0.85	0.394	0.522	ARF4
192.38	-0.5	0.59	-0.85	0.395	0.522	AC027644.3
1211.22	-0.24	0.29	-0.85	0.395	0.523	RNASEK
606.19	-0.34	0.4	-0.85	0.396	0.523	SCO2
1334.64	-0.33	0.39	-0.85	0.397	0.525	PNPLA2
267.55	-0.65	0.77	-0.85	0.397	0.525	NUP214
2968.11	-0.24	0.29	-0.85	0.398	0.526	TAX1BP1
106.98	0.6	0.71	0.84	0.399	0.527	RPL32P1
5874.35	0.33	0.39	0.84	0.4	0.528	CD93
2041.43	0.19	0.22	0.84	0.402	0.529	TRAPPC10
377.51	0.59	0.7	0.84	0.402	0.529	IGKV1-5
1421.92	-0.32	0.38	-0.84	0.403	0.53	PPP3R1
229.73	-0.76	0.91	-0.84	0.403	0.53	IGHV4-61
47.35	0.46	0.55	0.84	0.403	0.53	AC127024.6
6568.78	0.2	0.24	0.83	0.404	0.531	COTL1
970.92	-0.24	0.29	-0.83	0.406	0.533	AC126768.3
548.73	-0.28	0.34	-0.83	0.406	0.533	AC108010.1
254.79	0.34	0.41	0.83	0.406	0.533	DDB2
13462.63	0.21	0.25	0.83	0.407	0.534	IQGAP1
7341.57	-0.21	0.25	-0.83	0.407	0.534	EIF5
7712.48	0.26	0.32	0.83	0.408	0.535	FYB1
5468.47	-0.19	0.23	-0.83	0.409	0.535	GPCPD1
2253.05	-0.3	0.37	-0.82	0.41	0.537	ANKRD12
2295.79	-0.22	0.27	-0.82	0.41	0.537	ZBED3-AS1
4204.61	0.21	0.25	0.82	0.41	0.537	C6orf62
76.37	0.59	0.72	0.82	0.411	0.537	VTRNA1-1
1003.79	0.28	0.34	0.82	0.411	0.537	IRF2BPL
395.11	0.73	0.88	0.82	0.411	0.537	MANBA
6.02	0.53	0.65	0.82	0.412	0.539	RNY1P15
844.44	0.26	0.32	0.82	0.412	0.539	ARL8A
259.74	0.36	0.44	0.82	0.413	0.539	MPDU1
600.78	0.51	0.63	0.82	0.414	0.54	IGKV3-20
115785.32	0.36	0.44	0.82	0.415	0.541	RF00100
832.96	0.24	0.3	0.81	0.415	0.542	TMBIM4
3337.7	-0.39	0.48	-0.81	0.416	0.542	GBP5
84.52	0.51	0.63	0.81	0.417	0.544	RNU1-13P
98.28	0.39	0.49	0.81	0.418	0.544	RN7SL784P
492.97	0.62	0.77	0.81	0.419	0.545	UBE2F
13.82	0.51	0.64	0.8	0.421	0.548	RNU6-415P
2799.84	-0.21	0.26	-0.8	0.422	0.549	TYK2
486.38	0.29	0.36	0.8	0.425	0.551	LMBRD1
857.16	0.29	0.36	0.79	0.427	0.554	LAMTOR5
1804.64	0.22	0.28	0.79	0.427	0.554	HSD17B11
1966.25	0.25	0.31	0.79	0.43	0.556	SH3GLB1
300.37	0.37	0.47	0.79	0.43	0.556	CCDC28A
9671.45	0.23	0.3	0.79	0.432	0.558	BCLAF1
1221.89	0.55	0.7	0.78	0.433	0.559	CD22
141.09	0.37	0.48	0.78	0.433	0.559	PIDD1
1406.4	0.32	0.41	0.78	0.434	0.56	SH3BP5
257.85	-0.3	0.38	-0.78	0.435	0.56	DARS-AS1
942.65	-0.51	0.66	-0.78	0.436	0.562	PRDX2
4027.29	-0.17	0.21	-0.78	0.437	0.563	DOCK11
327.03	0.34	0.43	0.78	0.437	0.563	AC005540.1
4984.54	0.37	0.48	0.78	0.438	0.563	CTSB
16.78	-0.54	0.7	-0.78	0.438	0.564	MIR616
1511.91	0.22	0.28	0.77	0.439	0.565	TMEM59
82.53	0.35	0.45	0.77	0.441	0.566	RPL29P14
93.05	0.55	0.72	0.77	0.443	0.569	HIST1H2BM
1091.07	-0.3	0.39	-0.76	0.444	0.57	NAPA
3593.24	0.17	0.22	0.76	0.447	0.573	PHIP
1536.73	0.21	0.28	0.76	0.448	0.574	AKIRIN1
2227.16	0.32	0.42	0.76	0.448	0.574	TERF2IP
933.68	0.26	0.34	0.76	0.448	0.574	AC012313.1
291.07	-0.61	0.8	-0.76	0.449	0.575	GRASP
49.51	0.44	0.58	0.76	0.45	0.575	AL512791.1
3971.84	-0.19	0.25	-0.76	0.45	0.575	AC087473.1
2825.99	0.25	0.33	0.75	0.451	0.576	KLF3
1584.56	-0.26	0.34	-0.75	0.452	0.578	RAB5IF
3.92	0.57	0.76	0.75	0.454	0.579	RNU6-539P
836.03	-0.22	0.29	-0.75	0.454	0.58	CCDC90B
1426.68	-0.3	0.4	-0.75	0.455	0.58	EGLN2
3764.83	0.24	0.32	0.75	0.455	0.58	C16orf54
2898.18	0.21	0.28	0.75	0.455	0.581	GPSM3
40.94	0.36	0.48	0.75	0.456	0.581	RN7SL371P
2893.36	0.28	0.38	0.75	0.456	0.581	RMND5A
3105.44	0.22	0.29	0.74	0.457	0.582	MBP
5347.07	0.2	0.27	0.74	0.46	0.585	IRF2BP2
2135.16	-0.28	0.37	-0.74	0.46	0.586	CKAP4
1177.68	0.23	0.31	0.74	0.461	0.586	NUB1
268.75	-0.56	0.76	-0.74	0.461	0.586	TBPL1
201.51	0.35	0.48	0.74	0.462	0.587	PSENEN
9.69	0.44	0.6	0.74	0.462	0.587	RNY1P13
84.48	0.4	0.55	0.73	0.463	0.587	RN7SL674P
1291.09	0.21	0.29	0.73	0.463	0.588	TADA2B
1555.18	0.21	0.28	0.73	0.464	0.588	TNPO1
661.14	-0.26	0.36	-0.73	0.464	0.589	ATP6V1D
3229.28	0.26	0.36	0.73	0.464	0.589	EWSR1
2142.54	0.2	0.27	0.73	0.464	0.589	SHOC2
5216.57	0.24	0.33	0.73	0.465	0.589	MDM4
2335.79	0.27	0.37	0.73	0.466	0.589	BHLHE40
2767.59	0.32	0.43	0.73	0.466	0.589	DNAJB1
1826.46	0.25	0.34	0.73	0.466	0.59	RAD23B
973.27	0.2	0.28	0.73	0.467	0.591	SRPRA
7551	-0.39	0.54	-0.72	0.469	0.593	YBX1
1744.73	0.22	0.31	0.72	0.471	0.595	RBM4
1133.05	-0.25	0.35	-0.72	0.473	0.597	HCP5
1985.07	-0.24	0.33	-0.72	0.473	0.597	IST1
594.36	0.33	0.46	0.71	0.475	0.599	TRAPPC5
1339.21	-0.32	0.46	-0.71	0.478	0.601	CDKN2D
1383.32	0.22	0.31	0.71	0.481	0.604	RIC8A
2307.26	-0.22	0.31	-0.7	0.482	0.605	DNAJA1
7706.63	0.19	0.26	0.7	0.482	0.606	HCLS1
5360.17	0.23	0.32	0.7	0.483	0.606	TUBA1A
1800.19	0.24	0.34	0.7	0.484	0.607	CSGALNACT2
2345.51	0.19	0.26	0.7	0.484	0.607	PAPOLA
2405.05	0.19	0.28	0.7	0.484	0.607	NXF1
80.68	-0.31	0.44	-0.7	0.485	0.607	ELOCP19
1154.62	-0.38	0.55	-0.7	0.486	0.609	SNX27
924.54	0.25	0.36	0.7	0.487	0.609	AL662844.4
2204.98	-0.24	0.34	-0.69	0.487	0.61	SOS2
5077.5	0.21	0.3	0.69	0.488	0.611	HLA-F
949.83	0.24	0.34	0.69	0.491	0.614	GPR108
19554.04	0.37	0.54	0.68	0.494	0.617	FOS
1129.77	0.33	0.49	0.68	0.495	0.617	CLDND1
5535.26	-0.22	0.33	-0.68	0.496	0.618	DDX6
1013.33	-0.39	0.58	-0.68	0.497	0.619	FGFR1OP2
1247.96	0.2	0.29	0.68	0.498	0.62	SLU7
1211.02	0.2	0.3	0.68	0.499	0.621	PRPF38B
1723.57	0.18	0.26	0.68	0.499	0.621	SAR1A
408.83	-0.26	0.39	-0.67	0.504	0.626	SSBP2
614.95	0.37	0.56	0.67	0.504	0.626	RGCC
1101.33	-0.19	0.28	-0.67	0.505	0.627	RHOQ
185.52	0.4	0.6	0.66	0.506	0.628	LINC01481
1195.21	-0.27	0.4	-0.66	0.506	0.628	DHX40
7654.3	0.15	0.23	0.66	0.507	0.629	ARPC2
42.44	0.37	0.56	0.66	0.507	0.629	TARSL2
148.25	0.46	0.7	0.66	0.508	0.629	AC011558.1
6992.85	-0.17	0.25	-0.66	0.51	0.632	TAPBP
9814.3	-0.16	0.24	-0.66	0.51	0.632	LYST
2181.39	-0.21	0.32	-0.66	0.511	0.632	SIPA1
1560.4	0.24	0.37	0.65	0.515	0.636	ZMAT2
3374.02	0.24	0.36	0.65	0.516	0.637	IFITM1
2599.84	0.21	0.32	0.65	0.517	0.638	RNF130
2109.78	0.3	0.47	0.65	0.519	0.64	EMC3
877.35	-0.38	0.59	-0.64	0.519	0.64	SENP6
3206.18	0.17	0.26	0.64	0.52	0.641	AGO4
1551.37	-0.26	0.41	-0.64	0.521	0.641	RTN4
15510	0.16	0.24	0.64	0.521	0.641	EIF1
154.34	0.26	0.41	0.64	0.523	0.643	RN7SL524P
820.84	0.23	0.36	0.64	0.524	0.644	TIMM10B
558.25	-0.22	0.35	-0.63	0.526	0.646	AC103957.1
8740.55	0.18	0.28	0.63	0.529	0.649	LSP1
1470.03	0.18	0.29	0.63	0.53	0.65	GPBP1
687.02	0.24	0.38	0.63	0.53	0.65	MAPK3
73.03	0.31	0.49	0.63	0.531	0.651	CERCAM
2139.78	-0.16	0.26	-0.62	0.532	0.652	FLJ22447
4802.31	-0.25	0.4	-0.62	0.532	0.652	CNN2
1018.83	0.19	0.3	0.62	0.536	0.656	RP2
722.78	0.34	0.55	0.62	0.536	0.656	FIS1
1692.25	-0.18	0.29	-0.62	0.537	0.656	C12orf50
4822.43	0.31	0.51	0.62	0.537	0.657	MS4A1
1679.18	0.15	0.25	0.61	0.539	0.659	RAB5C
1025.28	0.28	0.46	0.61	0.539	0.659	SNORA22
2142.53	0.37	0.61	0.61	0.54	0.659	STX7
210	-0.29	0.47	-0.61	0.541	0.66	KMT2E-AS1
4319.12	-0.23	0.38	-0.61	0.541	0.66	PIM1
3462.02	-0.19	0.31	-0.61	0.541	0.66	GABARAP
1818.68	0.18	0.3	0.61	0.542	0.661	PRR13
101.55	0.31	0.51	0.61	0.544	0.663	OR2A1-AS1
516.4	0.24	0.4	0.61	0.544	0.663	CDC123
3439.72	-0.16	0.26	-0.61	0.545	0.663	AC068448.1
5140.8	-0.17	0.28	-0.6	0.546	0.664	LASP1
5157.58	-0.16	0.26	-0.6	0.549	0.666	AKNA
64.12	0.45	0.75	0.6	0.549	0.666	TMSB4XP6
9496.97	-0.19	0.32	-0.6	0.55	0.667	BTG2
2269.36	0.26	0.43	0.6	0.55	0.667	RBBP6
56.15	0.44	0.74	0.6	0.551	0.668	RNVU1-4
98.9	0.29	0.49	0.59	0.552	0.669	RN7SL455P
623.01	-0.21	0.35	-0.59	0.553	0.67	C12orf76
4494.64	0.2	0.34	0.59	0.553	0.67	PARP14
1121.12	0.29	0.48	0.59	0.554	0.671	CFD
992.16	-0.28	0.48	-0.59	0.554	0.671	AL357060.1
161.1	0.26	0.44	0.59	0.555	0.671	AC115618.1
6.33	0.41	0.69	0.59	0.556	0.672	MIR623
2490.86	-0.22	0.38	-0.59	0.558	0.674	KLF2
5721.21	0.17	0.29	0.59	0.558	0.674	TKT
1901.04	0.17	0.29	0.58	0.559	0.675	LBR
885.2	0.22	0.37	0.58	0.559	0.675	STXBP3
805.02	-0.24	0.41	-0.58	0.559	0.675	RAP1A
1850.5	-0.4	0.69	-0.58	0.56	0.675	NCOR1
1653.17	0.17	0.29	0.58	0.56	0.676	TMEM167B
1651.17	-0.25	0.43	-0.58	0.56	0.676	USP12
3312.12	-0.28	0.49	-0.58	0.563	0.679	KMT2E
3971.49	-0.2	0.35	-0.57	0.567	0.682	HSPA5
2466.28	-0.14	0.25	-0.57	0.567	0.682	LINC01873
3.09	-0.43	0.76	-0.57	0.568	0.683	RNU6V
2501.14	0.23	0.4	0.57	0.568	0.683	FCER1G
539.1	0.28	0.49	0.57	0.569	0.684	RELL1
717.54	-0.21	0.36	-0.57	0.57	0.685	FAM133B
5811.06	0.12	0.21	0.57	0.57	0.685	KIAA1109
97.31	0.29	0.51	0.57	0.571	0.686	AC022274.1
2987.41	0.18	0.32	0.57	0.571	0.686	HNRNPL
336.03	0.22	0.4	0.56	0.572	0.687	FRMPD1
965.98	-0.33	0.58	-0.56	0.573	0.687	AIDA
5.87	-0.37	0.66	-0.56	0.573	0.687	MIR4440
427.93	-0.24	0.43	-0.56	0.573	0.687	AC007326.5
2488.78	-0.33	0.58	-0.56	0.574	0.689	SGK1
1195.73	-0.3	0.54	-0.56	0.577	0.692	IFNAR1
1389.88	-0.51	0.91	-0.56	0.577	0.692	MED28
3466.47	0.17	0.31	0.55	0.58	0.694	SLC44A2
190.56	0.25	0.46	0.55	0.582	0.697	EBPL
5060.8	-0.13	0.24	-0.55	0.582	0.697	ROCK1
666.12	0.35	0.63	0.55	0.583	0.697	NDUFAF3
972.04	0.16	0.3	0.55	0.583	0.697	ZNF800
6024.08	0.33	0.59	0.55	0.583	0.697	CYLD
225.37	0.23	0.42	0.55	0.583	0.697	PIGL
1165.57	-0.14	0.26	-0.55	0.584	0.698	TRPC4AP
5087.52	0.16	0.28	0.55	0.585	0.699	HECA
4202.81	-0.16	0.3	-0.54	0.586	0.7	LINC01578
886.89	0.21	0.38	0.54	0.587	0.7	PRELID1
456.3	-0.34	0.63	-0.54	0.587	0.701	BABAM1
843.72	0.32	0.6	0.54	0.588	0.702	CNOT2
2283.95	-0.16	0.29	-0.54	0.589	0.702	LST1
4204.78	0.12	0.22	0.54	0.589	0.702	ZBED6
1759.05	0.17	0.31	0.54	0.59	0.703	GNG2
8482.61	0.17	0.31	0.54	0.592	0.704	PABPC1
2609.62	0.12	0.23	0.54	0.592	0.705	DNM2
138.36	0.25	0.46	0.53	0.594	0.706	AC243654.3
784.19	-0.22	0.42	-0.53	0.594	0.706	ISG20
227.73	0.22	0.42	0.53	0.597	0.709	AC025580.1
168.63	-0.31	0.58	-0.53	0.597	0.709	AC103591.3
165.64	0.21	0.41	0.53	0.598	0.71	RN7SL602P
4068.42	0.16	0.3	0.53	0.598	0.71	PTK2B
1107.62	0.22	0.41	0.53	0.599	0.71	CD302
4107.56	-0.31	0.58	-0.52	0.6	0.711	EIF2AK1
6.38	0.42	0.8	0.52	0.6	0.711	RNY1P16
166.59	0.24	0.46	0.52	0.601	0.712	ZNF347
1546.59	-0.16	0.31	-0.52	0.601	0.712	ODF2L
4291.52	-0.14	0.26	-0.52	0.602	0.713	IDS
19.32	0.32	0.61	0.52	0.602	0.713	AL020997.2
1685.25	0.15	0.29	0.52	0.606	0.717	ZMYM2
1189.59	-0.16	0.32	-0.51	0.609	0.72	NR1H2
7541.32	-0.21	0.42	-0.51	0.609	0.72	SMAP2
15.89	0.39	0.76	0.51	0.609	0.72	MIR7845
1257.25	0.2	0.4	0.51	0.611	0.722	CBX4
2000.79	0.16	0.31	0.51	0.612	0.723	PARP15
1608.77	0.17	0.33	0.51	0.613	0.724	GABPB1-IT1
28165.89	-0.28	0.56	-0.5	0.615	0.725	NCOA4
4950.26	-0.17	0.33	-0.5	0.615	0.725	PIK3CD
1510.27	0.2	0.41	0.5	0.615	0.726	ELOB
661.99	0.18	0.35	0.5	0.615	0.726	ABCC10
1166.7	-0.2	0.39	-0.5	0.616	0.726	RAB7A
455.37	0.27	0.55	0.5	0.617	0.727	SYNGR2
8658.45	-0.15	0.3	-0.5	0.618	0.728	NCF2
3965.61	0.13	0.26	0.49	0.624	0.733	PRPF8
1611.33	-0.24	0.48	-0.49	0.625	0.734	NECAP1
1364.49	0.16	0.32	0.49	0.625	0.734	AC074117.1
3000.68	0.17	0.35	0.49	0.626	0.735	CD37
919.16	-0.26	0.53	-0.49	0.626	0.735	QPCT
1515.69	0.2	0.41	0.49	0.627	0.736	TBL1XR1
8076.7	-0.18	0.37	-0.48	0.628	0.737	CYTIP
841.52	-0.31	0.63	-0.48	0.629	0.737	LYL1
2703.09	0.16	0.34	0.48	0.629	0.738	UNC13D
2270.58	0.17	0.34	0.48	0.629	0.738	IFNGR2
884.85	0.17	0.35	0.48	0.63	0.738	ARFGAP3
3.58	-0.35	0.73	-0.48	0.632	0.741	RNA5SP282
491.31	0.21	0.44	0.48	0.634	0.742	MPC2
437	-0.19	0.41	-0.48	0.635	0.742	GNRHR2
272.85	0.27	0.56	0.47	0.635	0.742	DECR1
743.86	-0.26	0.56	-0.47	0.635	0.742	SPPL2A
172.82	-0.31	0.65	-0.47	0.635	0.742	NUDT4P2
25.99	-0.29	0.61	-0.47	0.636	0.743	AL138895.1
43.09	-0.27	0.58	-0.47	0.637	0.743	AC068213.1
242.57	-0.26	0.56	-0.47	0.637	0.743	AL136320.1
1280.03	-0.15	0.31	-0.47	0.637	0.743	RNF13
149.88	-0.25	0.54	-0.47	0.637	0.743	ATP5PDP4
956.76	0.16	0.35	0.47	0.637	0.743	TAF1D
1590.69	-0.13	0.27	-0.47	0.642	0.747	ASB3
5898.02	-0.12	0.25	-0.46	0.643	0.748	RANBP2
6596.25	-0.1	0.22	-0.46	0.644	0.749	BLOC1S6
737.24	-0.14	0.31	-0.46	0.645	0.75	AC109466.1
5523.22	0.11	0.23	0.46	0.646	0.751	TNFRSF1B
311.02	0.18	0.4	0.46	0.649	0.753	ZNF90
324.45	0.18	0.4	0.45	0.649	0.753	SNORA80B
2603.64	0.26	0.57	0.45	0.649	0.753	RHOB
48.26	0.24	0.52	0.45	0.649	0.753	RN7SL405P
101.56	0.22	0.49	0.45	0.65	0.754	AC127024.7
664.13	-0.21	0.47	-0.45	0.654	0.758	SNX10
236.91	0.21	0.46	0.45	0.654	0.758	AC016877.1
47071.77	0.1	0.22	0.45	0.654	0.758	HLA-C
147.74	0.2	0.46	0.45	0.654	0.758	MUC20-OT1
4338.28	-0.17	0.37	-0.45	0.654	0.758	TALDO1
2396.72	0.2	0.45	0.45	0.656	0.759	DUSP2
71.62	0.23	0.52	0.44	0.657	0.76	RN7SL128P
5818.19	0.18	0.41	0.44	0.659	0.762	IL4R
112.12	0.23	0.53	0.44	0.661	0.763	AC096921.1
114.96	0.23	0.53	0.44	0.662	0.764	RN7SL531P
4505.48	0.17	0.39	0.44	0.663	0.765	MT-ATP6
3555	0.24	0.54	0.44	0.663	0.765	PRDX6
1264.63	0.13	0.29	0.44	0.663	0.766	DLST
3000.43	0.14	0.32	0.43	0.664	0.766	HNRNPA3
42.3	0.22	0.51	0.43	0.664	0.766	AP001525.1
1049.13	0.14	0.33	0.43	0.666	0.768	RNF138
1197.34	0.25	0.58	0.43	0.668	0.769	ERCC5
45858.82	-0.14	0.32	-0.43	0.668	0.77	MCL1
566.3	0.17	0.4	0.43	0.668	0.77	PPIL4
214.33	0.18	0.43	0.43	0.67	0.771	AC051619.6
1166.36	0.17	0.4	0.42	0.672	0.773	CALCOCO1
918.28	0.14	0.34	0.42	0.676	0.776	ATG3
18525.69	0.09	0.21	0.42	0.677	0.776	LAPTM5
3041.43	-0.16	0.39	-0.41	0.682	0.78	ARHGAP9
109.34	0.2	0.49	0.41	0.683	0.781	AC080011.1
2734.68	-0.1	0.25	-0.41	0.683	0.782	KIAA1328
280.58	-0.28	0.7	-0.4	0.687	0.785	RNU5E-1
1130.14	0.13	0.33	0.4	0.687	0.785	LAPTM4A
20619.97	0.19	0.47	0.4	0.69	0.788	OAZ1
133.88	-0.18	0.46	-0.39	0.694	0.792	LINC02246
774.71	0.15	0.39	0.39	0.695	0.792	CENPC
427.97	0.24	0.6	0.39	0.695	0.792	FUNDC2
227.27	0.17	0.42	0.39	0.696	0.793	AL356481.2
141.46	0.25	0.63	0.39	0.696	0.793	IGHV1-2
1457	-0.14	0.36	-0.39	0.696	0.793	EGLN1
1588.44	0.17	0.44	0.39	0.696	0.793	HIST2H2BF
177.7	-0.19	0.49	-0.39	0.698	0.794	AC079305.1
44.9	-0.3	0.77	-0.39	0.698	0.794	RNU5F-1
2038.24	0.14	0.35	0.39	0.698	0.794	SRSF11
35.7	-0.2	0.53	-0.38	0.7	0.796	AL691477.1
1123.57	0.13	0.33	0.38	0.701	0.797	UBXN1
186.89	0.19	0.49	0.38	0.701	0.797	VPS35L
2011.81	0.13	0.35	0.38	0.702	0.798	TMF1
1365.96	-0.12	0.3	-0.38	0.703	0.799	SUDS3
49.85	0.23	0.59	0.38	0.704	0.799	Z99129.1
2322.54	0.11	0.29	0.38	0.705	0.801	RAB8B
2560.97	0.14	0.37	0.38	0.706	0.801	RTN3
9745.42	-0.16	0.42	-0.38	0.707	0.802	SLC2A3
893.61	0.19	0.5	0.37	0.708	0.802	UBE2V1
4680.45	0.11	0.29	0.37	0.709	0.803	RAC2
19647.7	-0.1	0.28	-0.37	0.709	0.803	RNF213
1719.22	0.12	0.32	0.37	0.709	0.803	IGSF6
842.86	0.2	0.54	0.37	0.712	0.805	LRPAP1
1178.27	-0.13	0.35	-0.37	0.712	0.805	FAR1
7611.47	0.13	0.34	0.37	0.712	0.805	FGR
4989.62	0.16	0.44	0.37	0.713	0.806	ACTN1
199.1	0.55	1.49	0.37	0.714	0.807	SNORD46
2696.8	0.1	0.28	0.37	0.715	0.807	NCOA2
130.63	0.2	0.54	0.36	0.716	0.808	RPL10P12
3317.4	0.12	0.32	0.36	0.717	0.809	CASP8
297.67	-0.16	0.44	-0.36	0.718	0.809	SFT2D1
1537.93	0.1	0.27	0.36	0.721	0.811	MIER1
204.35	-0.15	0.42	-0.36	0.721	0.812	LINC02449
1586.7	-0.16	0.46	-0.36	0.721	0.812	EIF5A
1249.91	-0.12	0.35	-0.35	0.723	0.814	APBB1IP
13186.77	-0.1	0.29	-0.35	0.723	0.814	C16orf72
2546.31	-0.16	0.45	-0.35	0.724	0.814	TRAK2
3056.78	-0.25	0.72	-0.35	0.724	0.814	HLA-DQB1
3592.98	-0.11	0.32	-0.35	0.724	0.814	NFAM1
7534.65	0.09	0.26	0.35	0.725	0.814	GNAI2
5711.25	-0.09	0.27	-0.35	0.726	0.816	RASSF5
162.62	0.17	0.49	0.35	0.727	0.816	AC093673.1
2360.76	-0.15	0.44	-0.35	0.727	0.816	WTAP
124.33	0.17	0.49	0.35	0.728	0.817	RN7SL670P
232.74	0.14	0.41	0.35	0.728	0.817	SFI1
2145.05	-0.11	0.33	-0.35	0.728	0.817	NOTCH2NLA
2066.63	0.29	0.84	0.35	0.729	0.818	FAXDC2
180.22	-0.16	0.47	-0.35	0.729	0.818	PTCSC3
1187.18	-0.12	0.35	-0.34	0.733	0.821	TENT2
2176.8	0.11	0.32	0.34	0.734	0.822	CHP1
669.05	-0.12	0.36	-0.34	0.735	0.822	CIB1
3716.75	0.09	0.28	0.34	0.736	0.823	AZIN1
107.56	0.17	0.49	0.34	0.736	0.823	RN7SL274P
124.24	0.17	0.49	0.33	0.738	0.824	ATXN3
878.79	0.13	0.41	0.33	0.741	0.827	CARD16
120.24	0.16	0.49	0.33	0.742	0.827	AL513210.1
264	0.15	0.45	0.33	0.742	0.827	AL591503.1
707.85	0.11	0.32	0.33	0.744	0.828	AC008507.3
388.87	-0.13	0.39	-0.33	0.744	0.828	LDHBP1
1124.07	-0.1	0.3	-0.33	0.744	0.828	VPS37B
1170.76	0.19	0.58	0.32	0.747	0.83	RNY4
1911.29	-0.19	0.59	-0.32	0.747	0.83	HLA-H
1457.85	-0.14	0.43	-0.32	0.747	0.83	PHF1
1202.1	0.15	0.48	0.32	0.75	0.833	TOR1AIP1
5083.65	-0.1	0.33	-0.32	0.751	0.834	STAT5B
203.93	0.13	0.4	0.31	0.755	0.836	AC105020.3
1060.15	0.12	0.38	0.31	0.755	0.837	GPR65
1085.9	0.13	0.44	0.31	0.757	0.838	WSB1
162.8	0.14	0.44	0.31	0.758	0.839	AC015712.1
2125.43	-0.09	0.3	-0.31	0.758	0.839	LAMP2
1288.42	0.18	0.57	0.31	0.759	0.84	JCHAIN
1452.66	-0.12	0.4	-0.31	0.76	0.84	PTPN12
443.64	-0.18	0.58	-0.3	0.763	0.844	ELOF1
4332.53	0.12	0.39	0.3	0.764	0.844	MEGF9
1555.19	0.09	0.3	0.3	0.764	0.844	NNT-AS1
1560.33	0.12	0.39	0.3	0.765	0.845	MAN1A1
285.63	0.12	0.4	0.29	0.768	0.847	ELAVL1
2326.92	0.09	0.3	0.29	0.769	0.848	ACTN4
1567.63	-0.09	0.31	-0.29	0.77	0.848	SYAP1
1030.58	0.17	0.57	0.29	0.77	0.848	ACP1
808.73	0.15	0.5	0.29	0.772	0.85	GARS-DT
642.68	-0.1	0.34	-0.29	0.772	0.85	AC138207.7
410.61	-0.22	0.75	-0.29	0.774	0.851	HEBP2
2340.74	0.1	0.37	0.29	0.776	0.852	ZFAS1
1787.15	0.07	0.24	0.28	0.778	0.854	CORO7
478.97	-0.14	0.5	-0.28	0.778	0.854	ANP32B
297.95	-0.2	0.73	-0.28	0.782	0.857	CARHSP1
5484.72	-0.09	0.31	-0.28	0.782	0.857	ICAM3
1223.39	0.07	0.26	0.27	0.784	0.858	TCF25
3579.27	-0.07	0.27	-0.27	0.784	0.858	KPNA5
37194.38	-0.09	0.34	-0.27	0.785	0.859	FTL
232.47	-0.13	0.47	-0.27	0.785	0.859	AC004492.1
229.74	0.11	0.42	0.27	0.786	0.859	RN7SL811P
51.45	0.14	0.5	0.27	0.786	0.86	AC005086.3
624.12	0.1	0.39	0.27	0.787	0.86	YIPF3
1756.23	-0.09	0.32	-0.27	0.787	0.86	TGFB1
2735.68	-0.07	0.25	-0.27	0.788	0.861	RLIM
304.67	0.11	0.42	0.27	0.789	0.861	AL592211.1
2776.94	0.2	0.74	0.27	0.789	0.861	IGHA1
4868.32	0.08	0.29	0.27	0.789	0.862	NUFIP2
6733.28	0.07	0.25	0.27	0.79	0.862	NBPF9
1883.18	-0.13	0.49	-0.27	0.79	0.862	PACSIN2
251.77	-0.12	0.45	-0.27	0.79	0.862	AL021155.2
1390.46	0.11	0.43	0.27	0.791	0.863	FRAT2
1235.34	-0.16	0.59	-0.26	0.792	0.864	GDE1
3466.3	0.07	0.26	0.26	0.793	0.865	RBM25
696.34	0.11	0.42	0.26	0.795	0.866	AL035530.2
101.92	0.12	0.47	0.26	0.795	0.866	RN7SL391P
115.33	-0.13	0.49	-0.26	0.796	0.867	AC022031.2
7701.28	-0.07	0.27	-0.26	0.796	0.867	YPEL5
3096.58	0.08	0.3	0.26	0.796	0.867	FCGRT
1937.48	0.1	0.4	0.26	0.798	0.869	RSRC2
80.33	0.12	0.48	0.26	0.799	0.869	RN7SL96P
1155.5	-0.07	0.27	-0.25	0.799	0.869	C2CD3
482.51	0.1	0.38	0.25	0.8	0.87	LINC00887
7204.54	0.09	0.34	0.25	0.801	0.87	JUND
1693.81	-0.12	0.47	-0.25	0.801	0.87	DENND4A
907.89	0.09	0.38	0.25	0.801	0.87	AC114760.2
4354.83	0.06	0.23	0.25	0.801	0.87	STAT6
4994.36	0.07	0.29	0.25	0.802	0.87	HIPK1
3535.59	0.08	0.33	0.25	0.804	0.872	WIPF1
1205.12	-0.09	0.38	-0.25	0.805	0.872	TMEM71
112.27	-0.12	0.47	-0.25	0.805	0.873	RN7SL525P
